price,score_general,score_games,score_mobility,weight,operating_system_family_name,screen_size_value,screen_resolution_unicode,screen_rr_value,battery_mwh,processor_f_value,processor_p_core_count,processor_thread_count,processor_speed_score,main_gpu_speed_score,ram_quantity_value,ram_frequency_value,ram_type_name,sd_capacity_value,sd_drive_type_name
999990,0.191866527632951,0.326844262295082,0.30486486486486486,0.45639379347244513,1,0.6800000000000002,4,120,0.4499834995049851,0.7619047619047619,4,8,13150,14679,0.03225806451612903,0.23364485981308408,2,0.2439516129032258,0
529990,0.18873826903023982,0.11987704918032788,0.5318918918918919,0.2611021936864633,2,0.6800000000000002,0,60,0.40998229946898407,0.19047619047619047,2,12,12973,3816,0.03225806451612903,0.23364485981308408,2,0.12096774193548387,1
779990,0.17205422314911367,0.13934426229508198,0.6443243243243243,0.21829855537720705,2,0.4666666666666668,4,60,0.6069882096462894,0.6428571428571428,4,8,11752,4405,0.03225806451612903,0.23364485981308408,2,0.12096774193548387,1
699990,0.24817518248175185,0.1721311475409836,0.6324324324324324,0.23702514713750666,2,0.4666666666666668,4,60,0.3799813994419832,0.26190476190476186,2,12,13495,5083,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
765000,0.3315954118873827,0.5399590163934426,0.30486486486486486,0.45639379347244513,2,0.6800000000000002,4,144,0.5349860495814874,0.7619047619047619,6,12,19476,23362,0.0967741935483871,0.4672897196261682,3,0.12096774193548387,1
1068990,0.22419186652763295,0.16495901639344263,0.6162162162162163,0.26377742108079183,1,0.4666666666666668,4,60,0.49998499954998654,0.6428571428571428,4,8,11752,5083,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
399990,0.09906152241918664,0.08606557377049182,0.5902702702702702,0.30658105939004815,1,0.4666666666666668,4,60,0.5102953088592658,0.3571428571428571,4,8,6482,3279,0.03225806451612903,0.1556658878504673,2,0.2439516129032258,0
2534834,0.7831074035453598,0.694672131147541,0.1772972972972973,0.45371856607811656,2,0.7333333333333334,24,165,0.9989999699991,0.3571428571428571,8,32,44441,29899,0.22580645161290322,0.5841121495327102,3,0.2439516129032258,1
375000,0.09593326381647549,0.04303278688524591,0.7945945945945946,0.2102728731942215,1,0.3733333333333335,0,60,0.47998439953198596,0.3571428571428571,4,8,6264,1024,0.03225806451612903,0.11682242990654207,2,0.2439516129032258,1
1899000,0.8508863399374349,0.9241803278688525,0.01837837837837837,0.5981808453718566,2,0.9066666666666667,13,165,0.8299948998469954,0.3571428571428571,8,32,49344,42047,0.22580645161290322,0.5841121495327102,3,0.2439516129032258,1
649900,0.22419186652763295,0.16495901639344263,0.6691891891891892,0.23970037453183518,1,0.3733333333333335,4,60,0.4599837995139854,0.6428571428571428,4,8,11752,5083,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
1399990,0.3670490093847758,0.5829918032786885,0.2508108108108108,0.5098983413590155,2,0.7333333333333334,14,165,0.7999939998199946,0.738095238095238,8,16,22014,25136,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
1007891,0.278415015641293,0.1793032786885246,0.6356756756756757,0.23167469234884963,2,0.4666666666666668,4,60,0.5099852995589867,0.38095238095238093,2,12,15637,5083,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
1407561,0.22523461939520334,0.05737704918032788,0.5675675675675675,0.22899946495452111,3,0.3733333333333335,14,60,0.5819874596237887,0.5533333333333333,4,8,15534,3816,0.03225806451612903,0.3046144859813084,9,0.056451612903225805,1
899990,0.3482794577685089,0.4938524590163934,0.31351351351351353,0.4430176565008025,2,0.6800000000000002,4,144,0.5699870996129884,0.5238095238095238,8,16,20633,20727,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
1466895,0.1543274244004171,0.11065573770491804,0.7783783783783784,0.14874264312466556,1,0.2400000000000002,6,60,0.41998259947798433,0.2380952380952381,4,8,10483,3816,0.03225806451612903,0.3893107476635514,6,0.056451612903225805,1
819990,0.24817518248175185,0.24897540983606561,0.6378378378378379,0.22899946495452111,2,0.4666666666666668,17,90,0.5099852995589867,0.26190476190476186,2,12,13495,9166,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
739990,0.3284671532846715,0.1403688524590164,0.5902702702702702,0.30658105939004815,2,0.4666666666666668,4,60,0.40998229946898407,0.45238095238095233,8,16,19222,2335,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
319990,0.15015641293013557,0.1096311475409836,0.3881081081081081,0.31995719636169073,2,0.6800000000000002,0,60,0.40998229946898407,0.5476190476190476,4,8,10142,3816,0.03225806451612903,0.23364485981308408,2,0.056451612903225805,1
630490,0.3086548488008342,0.25307377049180324,0.3567567567567568,0.33600856072766183,2,0.7333333333333334,5,60,0.49998499954998654,0.40476190476190477,4,16,21579,9166,0.03225806451612903,0.23364485981308408,2,0.12096774193548387,1
419990,0.09384775808133472,0.04200819672131148,0.654054054054054,0.20224719101123595,1,0.4666666666666668,0,60,0.47998439953198596,0.3571428571428571,4,8,6078,1024,0.03225806451612903,0.11682242990654207,2,0.2439516129032258,0
927549,0.31282586027111575,0.32172131147540983,0.28864864864864864,0.4831460674157303,2,0.6800000000000002,4,144,0.5349860495814874,0.7619047619047619,6,12,18108,12111,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
438200,0.16475495307612095,0.09221311475409837,0.5318918918918919,0.2611021936864633,2,0.6800000000000002,0,60,0.40998229946898407,0.5238095238095238,4,8,11211,2663,0.03225806451612903,0.23364485981308408,2,0.12096774193548387,1
899990,0.3858185610010428,0.5040983606557377,0.2972972972972973,0.46976993044408766,2,0.6800000000000002,13,165,0.8999969999099973,0.738095238095238,8,16,23378,20727,0.0967741935483871,0.4672897196261682,3,0.12096774193548387,1
1549990,0.5265901981230448,0.694672131147541,0.16216216216216217,0.7239165329052969,2,0.7333333333333334,14,165,0.8599957998739962,0.47619047619047616,8,24,33484,29899,0.0967741935483871,0.4672897196261682,3,0.2439516129032258,1
289990,0.039624608967674654,0.02766393442622951,0.6054054054054054,0.28250401284109145,1,0.4666666666666668,0,60,0.34998049941498244,0.47619047619047616,2,4,4110,1325,0.0,0.1556658878504673,2,0.056451612903225805,1
569990,0.27424400417101147,0.15471311475409838,0.48108108108108105,0.30925628678437667,2,0.7333333333333334,5,60,0.5102953088592658,0.19047619047619047,2,12,15354,3816,0.0967741935483871,0.5257009345794392,3,0.12096774193548387,1
950590,0.3858185610010428,0.28073770491803285,0.5308108108108108,0.2263242375601926,2,0.4666666666666668,5,60,0.4699840995229857,0.8809523809523809,6,22,23342,8918,0.0967741935483871,0.8567464953271029,8,0.2439516129032258,1
1089990,0.22627737226277372,0.15368852459016394,0.7145945945945946,0.16479400749063666,2,0.3733333333333335,4,60,0.6109883296498895,0.38095238095238093,2,12,15637,5083,0.03225806451612903,0.4672897196261682,6,0.12096774193548387,1
1149997,0.3962460896767466,0.5563524590163934,0.27135135135135136,0.512573568753344,2,0.6800000000000002,4,144,0.5102953088592658,0.38095238095238093,6,16,24118,23362,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
698900,0.2638164754953076,0.1403688524590164,0.532972972972973,0.22364901016586408,2,0.4666666666666668,5,60,0.5399861995859876,0.2857142857142857,2,12,18349,3816,0.03225806451612903,0.5257009345794392,3,0.12096774193548387,1
1749990,0.4473409801876955,0.12397540983606559,0.2972972972972973,0.4162653825575173,3,0.7599999999999998,22,120,1.0000000000000002,0.0,6,12,26830,3816,0.1129032258064516,0.3046144859813084,9,0.12096774193548387,1
721610,0.2638164754953076,0.1403688524590164,0.3762162162162162,0.33868378812199035,2,0.6800000000000002,4,60,0.41998259947798433,0.2857142857142857,2,12,18349,3816,0.03225806451612903,0.23364485981308408,2,0.056451612903225805,1
1216836,0.4171011470281543,0.2653688524590164,0.372972972972973,0.30925628678437667,2,0.7333333333333334,5,60,0.5249857495724871,0.7619047619047619,8,16,25615,7703,0.0967741935483871,0.7009345794392523,8,0.056451612903225805,1
671990,0.10844629822732013,0.07377049180327869,0.6054054054054054,0.28250401284109145,1,0.4666666666666668,0,60,0.29997899936998107,0.2857142857142857,4,8,9013,2787,0.0,0.1556658878504673,2,0.056451612903225805,1
2959990,0.5380604796663191,0.12397540983606559,0.2810810810810811,0.4430176565008025,3,0.7599999999999998,22,120,1.0000000000000002,0.0,6,12,26830,3816,0.25806451612903225,0.3046144859813084,9,0.12096774193548387,1
549990,0.2638164754953076,0.13831967213114754,0.625945945945946,0.24772605671482073,2,0.4666666666666668,4,60,0.40998229946898407,0.47619047619047616,6,12,14554,3134,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
269990,0.056308654848800835,0.03381147540983607,0.625945945945946,0.24772605671482073,1,0.4666666666666668,0,60,0.40998229946898407,0.26190476190476186,2,4,5256,1443,0.0,0.1556658878504673,2,0.2439516129032258,0
1199990,0.3983315954118874,0.26024590163934425,0.4951351351351352,0.28517924023541996,2,0.4666666666666668,5,60,0.7099912997389922,0.7619047619047619,8,16,24234,7703,0.0967741935483871,0.7009345794392523,8,0.2439516129032258,1
999990,0.17831074035453598,0.28176229508196726,0.30486486486486486,0.45639379347244513,2,0.6800000000000002,4,120,0.4499834995049851,0.7619047619047619,4,8,13150,12674,0.016129032258064516,0.23364485981308408,2,0.2439516129032258,0
379040,0.056308654848800835,0.03381147540983607,0.625945945945946,0.24772605671482073,1,0.4666666666666668,0,60,0.40998229946898407,0.26190476190476186,2,4,5256,1443,0.0,0.1556658878504673,2,0.056451612903225805,1
649990,0.4410844629822732,0.2223360655737705,0.34378378378378377,0.35741037988228996,2,0.7333333333333334,5,60,0.41998259947798433,0.38095238095238093,6,20,27346,5083,0.0967741935483871,0.11682242990654207,2,0.056451612903225805,1
529990,0.09176225234619395,0.04200819672131148,0.6129729729729729,0.26912787586944886,1,0.4666666666666668,0,60,0.29997899936998107,0.40476190476190477,4,8,5998,1024,0.03225806451612903,0.11682242990654207,2,0.056451612903225805,1
1162863,0.3044838373305527,0.1875,0.6389189189189189,0.2263242375601926,2,0.4666666666666668,5,60,0.5599867996039881,0.38095238095238093,2,14,17513,5149,0.0967741935483871,0.5841121495327102,3,0.12096774193548387,1
779990,0.17518248175182483,0.15266393442622953,0.6756756756756757,0.22899946495452111,2,0.3733333333333335,4,60,0.5102953088592658,0.5,4,8,8184,5083,0.0967741935483871,0.38945677570093457,6,0.12096774193548387,1
765789,0.15015641293013557,0.1096311475409836,0.4908108108108108,0.29320492241840557,1,0.4666666666666668,0,60,0.41998259947798433,0.5476190476190476,4,8,10142,3816,0.03225806451612903,0.1556658878504673,2,0.056451612903225805,1
899990,0.278415015641293,0.1793032786885246,0.6054054054054054,0.28250401284109145,2,0.4666666666666668,11,60,0.589987699630989,0.38095238095238093,2,12,15637,5083,0.0967741935483871,0.3893107476635514,6,0.2439516129032258,1
699990,0.24817518248175185,0.1721311475409836,0.5027027027027027,0.30925628678437667,2,0.6800000000000002,7,60,0.3799813994419832,0.26190476190476186,2,12,13495,5083,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
499990,0.15745568300312826,0.13012295081967215,0.3783783783783784,0.33600856072766183,1,0.6800000000000002,4,60,0.5102953088592658,0.6428571428571428,4,8,6951,4165,0.0967741935483871,0.11682242990654207,2,0.11794354838709678,1
1899990,0.8508863399374349,0.9241803278688525,0.01837837837837837,0.5981808453718566,2,0.9066666666666667,13,240,0.8299948998469954,0.3571428571428571,8,32,49344,42047,0.22580645161290322,0.5841121495327102,3,0.2439516129032258,1
399990,0.09906152241918664,0.044057377049180335,0.6032432432432433,0.28517924023541996,1,0.4666666666666668,0,60,0.4499834995049851,0.3571428571428571,4,8,6482,1024,0.03225806451612903,0.1556658878504673,2,0.056451612903225805,1
569990,0.43274244004171014,0.09631147540983608,0.6864864864864865,0.2102728731942215,2,0.3733333333333335,5,60,0.5099852995589867,0.738095238095238,6,12,19220,3816,0.22580645161290322,0.7009345794392523,7,0.12096774193548387,1
419520,0.23253388946819603,0.11885245901639346,0.6324324324324324,0.1219903691813804,2,0.3733333333333335,5,60,0.4299828994869846,0.5238095238095238,6,12,16053,3134,0.03225806451612903,0.23364485981308408,2,0.12096774193548387,1
1474330,0.43899895724713245,0.6915983606557378,0.30486486486486486,0.45639379347244513,2,0.6800000000000002,4,144,0.5349860495814874,0.5476190476190476,6,16,27188,29899,0.0967741935483871,0.5257009345794392,3,0.2439516129032258,1
1399990,0.49009384775808135,0.6290983606557378,0.24432432432432433,0.5205992509363295,2,0.7333333333333334,14,165,0.7999939998199946,0.738095238095238,8,16,23378,27336,0.22580645161290322,0.4672897196261682,3,0.2439516129032258,1
744997,0.2846715328467153,0.11577868852459017,0.2810810810810811,0.49652220438737293,2,0.6800000000000002,4,144,0.5999879996399892,0.33333333333333337,4,12,19820,3816,0.03225806451612903,0.4672897196261682,3,0.12096774193548387,1
1068990,0.3086548488008342,0.15163934426229508,0.15567567567567567,0.5500267522739433,2,0.9066666666666667,4,144,0.5349860495814874,0.40476190476190477,4,16,21579,3816,0.03225806451612903,0.4672897196261682,3,0.12096774193548387,1
2649990,0.49009384775808135,0.9241803278688525,0.13945945945945945,0.5767790262172284,2,0.9066666666666667,4,360,0.9899996999909997,0.40476190476190477,6,20,30833,42047,0.0967741935483871,0.4672897196261682,3,0.2439516129032258,1
639000,0.132429614181439,0.20901639344262296,0.2972972972972973,0.46976993044408766,2,0.6800000000000002,4,144,0.47998439953198596,0.5714285714285714,4,8,8901,9317,0.03225806451612903,0.19465537383177572,2,0.12096774193548387,1
1419510,0.5213764337851929,0.2653688524590164,0.5837837837837838,0.20224719101123595,2,0.3733333333333335,5,60,0.5469864095922877,0.7619047619047619,8,16,25615,7703,0.22580645161290322,0.7009345794392523,8,0.2439516129032258,1
439990,0.1772679874869656,0.1711065573770492,0.12432432432432433,0.5767790262172284,1,0.6800000000000002,4,60,0.5102953088592658,0.5,6,12,10205,6382,0.06451612903225806,0.11682242990654207,2,0.2439516129032258,0
1008114,0.278415015641293,0.1793032786885246,0.6389189189189189,0.2263242375601926,2,0.4666666666666668,4,60,0.5399861995859876,0.38095238095238093,2,12,15637,5083,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
325000,0.15015641293013557,0.1096311475409836,0.5070270270270271,0.26645264847512035,1,0.4666666666666668,4,60,0.5102953088592658,0.5476190476190476,4,8,10142,3816,0.03225806451612903,0.11682242990654207,6,0.056451612903225805,1
957599,0.40041710114702816,0.15676229508196723,0.30486486486486486,0.45639379347244513,2,0.6800000000000002,4,144,0.5349860495814874,0.738095238095238,8,16,24398,3816,0.0967741935483871,0.4672897196261682,3,0.12096774193548387,1
819990,0.33263816475495306,0.25,0.5167567567567568,0.25040128410914925,2,0.4666666666666668,5,60,0.5699870996129884,0.8333333333333333,4,18,19543,8069,0.0967741935483871,0.8567464953271029,8,0.12096774193548387,1
1066990,0.22419186652763295,0.16495901639344263,0.6064864864864865,0.27982878544676293,1,0.4666666666666668,4,60,0.4499834995049851,0.6428571428571428,4,8,11752,5083,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
929990,0.15015641293013557,0.1096311475409836,0.5102702702702703,0.2611021936864633,1,0.4666666666666668,4,60,0.40998229946898407,0.5476190476190476,4,8,10142,3816,0.03225806451612903,0.23364485981308408,2,0.056451612903225805,1
899990,0.191866527632951,0.326844262295082,0.34594594594594597,0.38951310861423216,1,0.6800000000000002,4,144,0.7599927997839935,0.7619047619047619,4,8,13150,14679,0.03225806451612903,0.23364485981308408,2,0.12096774193548387,1
290000,0.09384775808133472,0.04200819672131148,0.5967567567567568,0.2958801498127341,1,0.4666666666666668,0,60,0.47998439953198596,0.3571428571428571,4,8,6078,1024,0.03225806451612903,0.11682242990654207,2,0.05493951612903226,1
1547717,0.43795620437956206,0.28073770491803285,0.532972972972973,0.22364901016586408,2,0.4666666666666668,17,120,0.5249857495724871,0.8809523809523809,6,22,23342,8918,0.16129032258064516,0.5841121495327102,3,0.12096774193548387,1
698985,0.24817518248175185,0.22950819672131148,0.4864864864864865,0.33600856072766183,2,0.6800000000000002,4,60,0.5379861395841875,0.26190476190476186,2,12,13495,8157,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
1749990,0.2805005213764338,0.07172131147540985,0.6108108108108108,0.2557517388978063,3,0.4933333333333334,22,120,0.6999909997299919,0.0,4,8,19535,3816,0.03225806451612903,0.3046144859813084,9,0.12096774193548387,1
724990,0.43899895724713245,0.20081967213114754,0.52,0.24505082932049221,2,0.4666666666666668,5,60,0.5659869796093883,0.5476190476190476,6,16,27188,3950,0.0967741935483871,0.5257009345794392,7,0.12096774193548387,1
673330,0.2867570385818561,0.13012295081967215,0.4864864864864865,0.33600856072766183,2,0.6800000000000002,4,60,0.5249857495724871,0.40476190476190477,8,16,16258,2335,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
1217120,0.3826903023983316,0.1793032786885246,0.6389189189189189,0.2263242375601926,2,0.4666666666666668,4,60,0.5399861995859876,0.38095238095238093,2,12,15637,5083,0.22580645161290322,0.23364485981308408,2,0.2439516129032258,1
999990,0.3284671532846715,0.1403688524590164,0.4832432432432433,0.34135901551631886,2,0.6800000000000002,4,60,0.5499864995949878,0.45238095238095233,8,16,19222,2335,0.0967741935483871,0.3893107476635514,6,0.2439516129032258,1
549990,0.19603753910323254,0.14651639344262296,0.47783783783783784,0.3493846976993044,2,0.6800000000000002,4,60,0.5699870996129884,0.26190476190476186,2,12,13495,5083,0.03225806451612903,0.23364485981308408,2,0.12096774193548387,1
269990,0.027111574556830026,0.013319672131147542,0.5405405405405406,0.38951310861423216,1,0.4666666666666668,0,60,0.29997899936998107,0.5238095238095238,2,4,1280,420,0.03225806451612903,0.03884345794392524,2,0.056451612903225805,1
379900,0.056308654848800835,0.03381147540983607,0.5989189189189189,0.29320492241840557,1,0.4666666666666668,0,60,0.41998259947798433,0.26190476190476186,2,4,5256,1443,0.0,0.1556658878504673,2,0.2439516129032258,0
2964990,0.6089676746611052,0.41905737704918034,0.37945945945945947,0.3333333333333333,2,0.6800000000000002,4,60,0.6399891996759903,0.4285714285714286,6,20,31931,15351,0.22580645161290322,0.4672897196261682,3,0.2439516129032258,1
1200000,0.47549530761209596,0.29405737704918034,0.36324324324324325,0.36008560727661854,1,0.6800000000000002,4,60,0.8299948998469954,0.5714285714285714,8,16,22343,9810,0.22580645161290322,0.23364485981308408,2,0.2439516129032258,1
649990,0.33368091762252344,0.17008196721311478,0.5297297297297298,0.22899946495452111,2,0.4666666666666668,11,60,0.5099852995589867,0.30952380952380953,4,16,19618,3816,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
1163990,0.278415015641293,0.1793032786885246,0.48540540540540544,0.3012306046013911,2,0.7333333333333334,5,60,0.8599957998739962,0.38095238095238093,2,12,15637,5083,0.0967741935483871,0.5841121495327102,3,0.2439516129032258,1
780000,0.2732012513034411,0.32172131147540983,0.31675675675675674,0.43766720171214546,1,0.6800000000000002,26,60,0.8299948998469954,0.6190476190476191,6,12,15257,12674,0.0967741935483871,0.19465537383177572,2,0.12096774193548387,1
529990,0.15015641293013557,0.1096311475409836,0.5708108108108109,0.22364901016586408,1,0.3733333333333335,5,60,0.5469864095922877,0.5476190476190476,4,8,10142,3816,0.03225806451612903,0.3893107476635514,6,0.056451612903225805,1
765990,0.24817518248175185,0.1721311475409836,0.6227027027027027,0.25307651150347776,2,0.4666666666666668,4,60,0.41998259947798433,0.26190476190476186,2,12,13495,5083,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
899990,0.48905109489051096,0.27459016393442626,0.5297297297297298,0.22899946495452111,2,0.4666666666666668,5,60,0.5099852995589867,0.8809523809523809,8,16,30817,7703,0.0967741935483871,0.5841121495327102,3,0.2439516129032258,1
1482990,0.278415015641293,0.1793032786885246,0.47783783783783784,0.3146067415730337,2,0.7333333333333334,5,60,0.5099852995589867,0.38095238095238093,2,12,15637,3816,0.0967741935483871,0.5257009345794392,3,0.2439516129032258,1
699990,0.19708029197080293,0.1096311475409836,0.5805405405405405,0.20759764579989298,2,0.3733333333333335,4,60,0.5999879996399892,0.47619047619047616,6,12,13547,3134,0.03225806451612903,0.23364485981308408,2,0.056451612903225805,1
399990,0.15015641293013557,0.1096311475409836,0.4972972972972973,0.28250401284109145,1,0.4666666666666668,4,60,0.3799813994419832,0.5476190476190476,4,8,10142,3816,0.03225806451612903,0.23364485981308408,2,0.056451612903225805,1
569990,0.22627737226277372,0.15368852459016394,0.52,0.27982878544676293,1,0.6800000000000002,4,60,0.5102953088592658,0.38095238095238093,2,12,15637,5083,0.03225806451612903,0.23364485981308408,2,0.12096774193548387,1
1899990,0.47028154327424404,0.6526639344262295,0.09945945945945947,0.6436597110754414,2,0.9066666666666667,13,240,0.8299948998469954,0.9285714285714285,8,16,29469,27681,0.0967741935483871,0.5841121495327102,3,0.2439516129032258,1
748640,0.20229405630865485,0.13524590163934427,0.5459459459459459,0.20224719101123595,1,0.4666666666666668,4,60,0.5102953088592658,0.5476190476190476,4,8,10142,3816,0.0967741935483871,0.23364485981308408,2,0.056451612903225805,1
1069352,0.34306569343065696,0.19672131147540986,0.5427027027027027,0.20759764579989298,2,0.4666666666666668,17,120,0.6499894996849905,0.3571428571428571,4,16,20269,5083,0.0967741935483871,0.5257009345794392,7,0.12096774193548387,1
422990,0.09801876955161626,0.06659836065573771,0.5102702702702703,0.2958801498127341,2,0.6800000000000002,4,60,0.5102953088592658,0.6904761904761905,2,4,6436,2250,0.03225806451612903,0.23364485981308408,2,0.056451612903225805,1
499990,0.22314911366006257,0.15368852459016394,0.3502702702702703,0.38148742643124667,1,0.6800000000000002,4,60,0.9699990999729992,0.5952380952380952,6,12,11627,4493,0.0967741935483871,0.1556658878504673,2,0.12096774193548387,1
639859,0.07194994786235662,0.054303278688524595,0.5989189189189189,0.29320492241840557,2,0.4666666666666668,0,60,0.41998259947798433,0.6904761904761905,2,4,6436,2250,0.0,0.1556658878504673,2,0.2439516129032258,0
1399990,0.47653806047966635,0.6526639344262295,0.2843243243243243,0.4911717495987159,2,0.6800000000000002,4,144,0.5999879996399892,0.8809523809523809,8,16,29904,27681,0.0967741935483871,0.5841121495327102,3,0.12096774193548387,1
2652807,0.49009384775808135,0.28073770491803285,0.3535135135135135,0.34135901551631886,2,0.7333333333333334,14,165,0.8999969999099973,0.8809523809523809,6,22,23342,3816,0.22580645161290322,0.8615654205607477,8,0.2439516129032258,1
1420243,0.2857142857142857,0.18237704918032788,0.6886486486486486,0.20759764579989298,2,0.3733333333333335,5,60,0.4599837995139854,0.8809523809523809,2,14,16140,5149,0.0967741935483871,0.8615654205607477,7,0.12096774193548387,1
328990,0.17309697601668406,0.11885245901639346,0.5827027027027027,0.31995719636169073,2,0.4666666666666668,0,60,0.40998229946898407,0.19047619047619047,2,8,11830,3950,0.03225806451612903,0.19465537383177572,2,0.12096774193548387,1
1009880,0.264859228362878,0.1127049180327869,0.532972972972973,0.22364901016586408,2,0.4666666666666668,4,60,0.5099852995589867,0.45238095238095233,8,16,18449,2335,0.03225806451612903,0.23364485981308408,2,0.12096774193548387,1
819990,0.34306569343065696,0.19672131147540986,0.5664864864864865,0.16746923488496523,2,0.4666666666666668,17,120,0.62998889966699,0.3571428571428571,4,16,20269,5083,0.0967741935483871,0.4672897196261682,7,0.12096774193548387,1
439990,0.20333680917622524,0.1362704918032787,0.3783783783783784,0.33600856072766183,2,0.6800000000000002,4,60,0.47998439953198596,0.5714285714285714,4,8,10246,3816,0.0967741935483871,0.23364485981308408,2,0.056451612903225805,1
899990,0.3670490093847758,0.4989754098360656,0.2972972972972973,0.46976993044408766,1,0.6800000000000002,4,144,0.8999969999099973,0.738095238095238,8,16,22014,20727,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
1549990,0.5453597497393119,0.5184426229508197,0.42162162162162165,0.22899946495452111,2,0.7333333333333334,27,60,0.5099852995589867,0.38095238095238093,6,20,27346,20727,0.22580645161290322,0.4672897196261682,3,0.12096774193548387,1
959890,0.2502606882168926,0.1362704918032787,0.5297297297297298,0.22899946495452111,2,0.4666666666666668,11,60,0.4299828994869846,0.26190476190476186,4,16,17367,3816,0.03225806451612903,0.23364485981308408,2,0.12096774193548387,1
290000,0.07090719499478623,0.02766393442622951,0.6054054054054054,0.28250401284109145,1,0.4666666666666668,3,60,0.5102953088592658,0.47619047619047616,2,4,4484,569,0.03225806451612903,0.0,0,0.024193548387096774,1
1092990,0.43899895724713245,0.5676229508196722,0.31351351351351353,0.4430176565008025,2,0.6800000000000002,4,144,0.8999969999099973,0.5476190476190476,6,16,27188,23362,0.0967741935483871,0.23364485981308408,2,0.12096774193548387,1
934971,0.22419186652763295,0.16495901639344263,0.4972972972972973,0.3172819689673622,2,0.6800000000000002,4,60,0.41998259947798433,0.6428571428571428,4,8,11752,2925,0.0967741935483871,0.1556658878504673,2,0.12096774193548387,1
674997,0.3315954118873827,0.2704918032786885,0.2983783783783784,0.4670947030497592,2,0.6800000000000002,4,144,0.0,0.7619047619047619,6,12,19476,9166,0.0967741935483871,0.4672897196261682,3,0.12096774193548387,1
1755358,0.40875912408759124,0.1875,0.6637837837837838,0.18619582664526485,2,0.4666666666666668,17,60,0.5799873996219886,0.38095238095238093,2,14,17513,5149,0.22580645161290322,0.8615654205607477,8,0.12096774193548387,1
